河南移动,#genre#
CETV-1,http://122.96.52.20/gitv_live/G_CETV-1/G_CETV-1.m3u8?p=GITV&area=AH_CMCC
CETV-2,http://122.96.52.20/gitv_live/G_CETV-2/G_CETV-2.m3u8?p=GITV&area=AH_CMCC

CETV-4,http://122.96.52.20/gitv_live/G_CETV-4/G_CETV-4.m3u8?p=GITV&area=AH_CMCC
CETV-3,http://122.96.52.20/gitv_live/G_CETV-3/G_CETV-3.m3u8?p=GITV&area=AH_CMCC
浙江卫视高清,http://122.96.52.20/gitv_live/ZJWS-HD/ZJWS-HD.m3u8?p=GITV&area=AH_CMCC
江苏卫视高清,http://122.96.52.20/gitv_live/G_JIANGSU-HD/G_JIANGSU-HD.m3u8?p=GITV&area=AH_CMCC
湖南卫视高清,http://122.96.52.20/gitv_live/HNWS-HD/HNWS-HD.m3u8?p=GITV&area=AH_CMCC
东方卫视高清,http://122.96.52.20/gitv_live/DFWS-HD/DFWS-HD.m3u8?p=GITV&area=AH_CMCC
北京卫视高清,http://122.96.52.20/gitv_live/BTV-1/BTV-1.m3u8?p=GITV&area=AH_CMCC
广东卫视高清,http://122.96.52.20/gitv_live/GDWS-HD/GDWS-HD.m3u8?p=GITV&area=AH_CMCC
黑龙江卫视高清,http://122.96.52.20/gitv_live/HLJWS-HD/HLJWS-HD.m3u8?p=GITV&area=AH_CMCC
深圳卫视高清,http://122.96.52.20/gitv_live/SZWS-HD/SZWS-HD.m3u8?p=GITV&area=AH_CMCC
安徽卫视,http://122.96.52.20/gitv_live/AHWS/AHWS.m3u8?p=GITV&area=AH_CMCC
辽宁卫视,http://122.96.52.20/gitv_live/LNWS/LNWS.m3u8?p=GITV&area=AH_CMCC
山东卫视,http://122.96.52.20/gitv_live/SDWS/SDWS.m3u8?p=GITV&area=AH_CMCC
广西卫视,http://122.96.52.20/gitv_live/GXWS/GXWS.m3u8?p=GITV&area=AH_CMCC
旅游卫视,http://122.96.52.20/gitv_live/LYWS/LYWS.m3u8?p=GITV&area=AH_CMCC
重庆卫视,http://122.96.52.20/gitv_live/G_CHONGQING/G_CHONGQING.m3u8?p=GITV&area=AH_CMCC
四川卫视,http://122.96.52.20/gitv_live/SCWS/SCWS.m3u8?p=GITV&area=AH_CMCC
河南卫视,http://122.96.52.20/gitv_live/HENAN/HENAN.m3u8?p=GITV&area=AH_CMCC
东南卫视,http://122.96.52.20/gitv_live/DNWS/DNWS.m3u8?p=GITV&area=AH_CMCC
天津卫视,http://122.96.52.20/gitv_live/TJWS/TJWS.m3u8?p=GITV&area=AH_CMCC
江西卫视,http://122.96.52.20/gitv_live/JXWS/JXWS.m3u8?p=GITV&area=AH_CMCC
湖北卫视,http://122.96.52.20/gitv_live/G_HUBEI/G_HUBEI.m3u8?p=GITV&area=AH_CMCC
天津卫视(高清),http://122.96.52.20/gitv_live/G_TIANJIN-HD/G_TIANJIN-HD.m3u8?p=GITV&area=AH_CMCC
吉林卫视,http://122.96.52.20/gitv_live/G_JILIN/G_JILIN.m3u8?p=GITV&area=AH_CMCC
山西卫视,http://122.96.52.20/gitv_live/SXWS/SXWS.m3u8?p=GITV&area=AH_CMCC
贵州卫视,http://122.96.52.20/gitv_live/G_GUIZHOU/G_GUIZHOU.m3u8?p=GITV&area=AH_CMCC
青海卫视,http://122.96.52.20/gitv_live/G_QINGHAI/G_QINGHAI.m3u8?p=GITV&area=AH_CMCC
内蒙古卫视,http://122.96.52.20/gitv_live/G_NEIMENGGU/G_NEIMENGGU.m3u8?p=GITV&area=AH_CMCC
云南卫视,http://122.96.52.20/gitv_live/G_YUNNAN/G_YUNNAN.m3u8?p=GITV&area=AH_CMCC
河北卫视,http://122.96.52.20/gitv_live/G_HEBEI/G_HEBEI.m3u8?p=GITV&area=AH_CMCC
宁夏卫视,http://122.96.52.20/gitv_live/G_NINGXIA/G_NINGXIA.m3u8?p=GITV&area=AH_CMCC
新疆卫视,http://122.96.52.20/gitv_live/G_XINJIANG/G_XINJIANG.m3u8?p=GITV&area=AH_CMCC
甘肃卫视,http://122.96.52.20/gitv_live/G_GANSU/G_GANSU.m3u8?p=GITV&area=AH_CMCC
西藏卫视,http://122.96.52.20/gitv_live/G_XIZANG/G_XIZANG.m3u8?p=GITV&area=AH_CMCC
优漫卡通,http://122.96.52.20/gitv_live/G_YOUMAN/G_YOUMAN.m3u8?p=GITV&area=AH_CMCC

浙江卫视,http://122.96.52.20/gitv_live/G_ZHEJIANG/G_ZHEJIANG.m3u8?p=GITV&area=AH_CMCC

江苏卫视,http://122.96.52.20/gitv_live/JSWS-HD/JSWS-HD.m3u8?p=GITV&area=AH_CMCC
辽宁卫视高清,http://122.96.52.20/gitv_live/G_LIAONING-HD/G_LIAONING-HD.m3u8?p=GITV&area=AH_CMCC
湖北卫视高清,http://122.96.52.20/gitv_live/G_HUBEI-HD/G_HUBEI-HD.m3u8?p=GITV&area=AH_CMCC
湖南卫视,http://122.96.52.20/gitv_live/G_HUNAN/G_HUNAN.m3u8?p=GITV&area=AH_CMCC
重庆卫视高清,http://122.96.52.20/gitv_live/G_CHONGQING-HD/G_CHONGQING-HD.m3u8?p=GITV&area=AH_CMCC
东方卫视,http://122.96.52.20/gitv_live/G_DONGFANG/G_DONGFANG.m3u8?p=GITV&area=AH_CMCC
北京卫视,http://122.96.52.20/gitv_live/G_BEIJING/G_BEIJING.m3u8?p=GITV&area=AH_CMCC
广东卫视,http://122.96.52.20/gitv_live/G_GUANGDONG/G_GUANGDONG.m3u8?p=GITV&area=AH_CMCC
深圳卫视,http://122.96.52.20/gitv_live/G_SHENZHEN/G_SHENZHEN.m3u8?p=GITV&area=AH_CMCC
卡酷少儿,http://122.96.52.20/gitv_live/G_KAKU/G_KAKU.m3u8?p=GITV&area=AH_CMCC
金鹰卡通,http://122.96.52.20/gitv_live/G_JINYING/G_JINYING.m3u8?p=GITV&area=AH_CMCC
兵团卫视,http://122.96.52.20/gitv_live/G_BINGTUAN/G_BINGTUAN.m3u8?p=GITV&area=AH_CMCC
南方卫视（广东）,http://122.96.52.20/gitv_live/G_NANFANG/G_NANFANG.m3u8?p=GITV&area=AH_CMCC
厦门卫视,http://122.96.52.20/gitv_live/G_XIAMEN/G_XIAMEN.m3u8?p=GITV&area=AH_CMCC

山东卫视高清,http://122.96.52.20/gitv_live/G_SHANDONG-HD/G_SHANDONG-HD.m3u8?p=GITV&area=AH_CMCC

延边卫视,http://122.96.52.20/gitv_live/G_YANBIAN/G_YANBIAN.m3u8?p=GITV&area=AH_CMCC

安徽卫视超清,http://122.96.52.20/gitv_live/G_ANHUI-CQ/G_ANHUI-CQ.m3u8?p=GITV&area=AH_CMCC
浙江卫视超清,http://122.96.52.20/gitv_live/G_ZHEJIANG-CQ/G_ZHEJIANG-CQ.m3u8?p=GITV&area=AH_CMCC
江苏卫视超清,http://122.96.52.20/gitv_live/G_JIANGSU-CQ/G_JIANGSU-CQ.m3u8?p=GITV&area=AH_CMCC
北京卫视超清-8M,http://122.96.52.20/gitv_live/G_BEIJING-CQ/G_BEIJING-CQ.m3u8?p=GITV&area=AH_CMCC
湖南卫视超清-8M,http://122.96.52.20/gitv_live/G_HUNAN-CQ/G_HUNAN-CQ.m3u8?p=GITV&area=AH_CMCC
东方卫视超清-8M,http://122.96.52.20/gitv_live/G_DONGFANG-CQ/G_DONGFANG-CQ.m3u8?p=GITV&area=AH_CMCC
广东卫视超清-8M,http://122.96.52.20/gitv_live/G_GUANGDONG-CQ/G_GUANGDONG-CQ.m3u8?p=GITV&area=AH_CMCC
山东卫视超清-8M,http://122.96.52.20/gitv_live/G_SHANDONG-CQ/G_SHANDONG-CQ.m3u8?p=GITV&area=AH_CMCC
天津卫视超清-8M,http://122.96.52.20/gitv_live/G_TIANJIN-CQ/G_TIANJIN-CQ.m3u8?p=GITV&area=AH_CMCC
辽宁卫视超清-8M,http://122.96.52.20/gitv_live/G_LIAONING-CQ/G_LIAONING-CQ.m3u8?p=GITV&area=AH_CMCC
黑龙江卫视超清-8M,http://122.96.52.20/gitv_live/G_HEILONGJIANG-CQ/G_HEILONGJIANG-CQ.m3u8?p=GITV&area=AH_CMCC
湖北卫视超清-8M,http://122.96.52.20/gitv_live/G_HUBEI-CQ/G_HUBEI-CQ.m3u8?p=GITV&area=AH_CMCC
深圳卫视超清-8M,http://122.96.52.20/gitv_live/G_SHENZHEN-CQ/G_SHENZHEN-CQ.m3u8?p=GITV&area=AH_CMCC

黑莓电竞 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000003775&livemode=1&stbId=6&channel-id=ystenlive
黑莓电竞 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000006906&livemode=1&stbId=6&channel-id=ystenlive
黑莓电竞 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5320946857686967621&livemode=1&stbId=6&channel-id=ystenlive
黑莓电影 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=8785669936177902664&livemode=1&stbId=6&channel-id=ystenlive
黑莓动画 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=6497762188035533951&livemode=1&stbId=6&channel-id=ystenlive
上视ICS[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5000000010000030951&livemode=1&stbId=10&channel-id=bestzb
上视东方影视[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5000000010000032212&livemode=1&stbId=10&channel-id=bestzb
上视动漫秀场[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5000000002000023636&livemode=1&stbId=10&channel-id=bestzb
上视都市剧场[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5000000002000004412&livemode=1&stbId=10&channel-id=bestzb
上视第一财经[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5000000010000027146&livemode=1&stbId=10&channel-id=bestzb
上视纪实人文 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000010606&livemode=1&stbId=6&channel-id=ystenlive
上视纪实人文 8M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000016545&livemode=1&stbId=6&channel-id=ystenlive
上视五星体育 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5000000010000017540&livemode=1&stbId=10&channel-id=bestzb
北京冬奥纪实 8M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000001910&livemode=1&stbId=6&channel-id=ystenlive
NewTV明星大片 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000004000019008&livemode=1&stbId=6&channel-id=ystenlive
NewTV明星大片 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5595720619887440144&livemode=1&stbId=6&channel-id=ystenlive
NewTV超级体育 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000009204&livemode=1&stbId=6&channel-id=ystenlive
NewTV超级体育 8M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000009601&livemode=1&stbId=6&channel-id=ystenlive
NewTV超级电影 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000012884&livemode=1&stbId=6&channel-id=ystenlive
NewTV超级电影 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000004000002120&livemode=1&stbId=6&channel-id=ystenlive
NewTV超级综艺 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000025771&livemode=1&stbId=6&channel-id=ystenlive
NewTV超级综艺 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000004000023658&livemode=1&stbId=6&channel-id=ystenlive
NewTV魅力潇湘 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000006197&livemode=1&stbId=6&channel-id=ystenlive
NewTV中国功夫 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5897056882324761054&livemode=1&stbId=6&channel-id=ystenlive
NewTV军旅剧场 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=7485075951068666323&livemode=1&stbId=6&channel-id=ystenlive
NewTV军事评论 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=5822616274253344775&livemode=1&stbId=6&channel-id=ystenlive
NewTV农业致富 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=6193684637634073625&livemode=1&stbId=6&channel-id=ystenlive
NewTV动作电影 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=8103864434730665389&livemode=1&stbId=6&channel-id=ystenlive
NewTV古装剧场 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=6859053933687922163&livemode=1&stbId=6&channel-id=ystenlive
NewTV家庭剧场 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=6316377948248689070&livemode=1&stbId=6&channel-id=ystenlive
NewTV怡伴健康 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=7820874641606664941&livemode=1&stbId=6&channel-id=ystenlive
NewTV惊悚悬疑 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=7151256057701199617&livemode=1&stbId=6&channel-id=ystenlive
NewTV武搏世界 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=bokesen&livemode=1&stbId=6&channel-id=ystenlive
NewTV海外剧场 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=7681593242002292003&livemode=1&stbId=6&channel-id=ystenlive
NewTV潮妈辣婆 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=6516734029835465177&livemode=1&stbId=6&channel-id=ystenlive
NewTV炫舞未来 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000000515&livemode=1&stbId=6&channel-id=ystenlive
NewTV爱情喜剧 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=8393829412396288037&livemode=1&stbId=6&channel-id=ystenlive
NewTV精品大剧 4M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=7882297361445410858&livemode=1&stbId=6&channel-id=ystenlive
NewTV精品纪录 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=6298506997017621594&livemode=1&stbId=6&channel-id=ystenlive
NewTV超级电视剧 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000001000008139&livemode=1&stbId=6&channel-id=ystenlive
NewTV金牌综艺 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=6399725674632152632&livemode=1&stbId=6&channel-id=ystenlive
NewTV精品体育 2.5M1080[1920*1080],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=6460382139625130259&livemode=1&stbId=6&channel-id=ystenlive
纯享4K 20M2160[3840*2160],http://cache.ott.fifalive.itv.cmvideo.cn/0000000000001001/1/index.m3u8?Contentid=1000000004000011651&livemode=1&stbId=6&channel-id=ystenlive
